"experiment_id","symbol","timeframe","horizon","start","end","indicator_set","atr_period","sl_mult","tp_mult","trail","sizing","atr_risk_pct","fixed_lot","commission_per_side","spread_points","slippage_points","max_positions","cooldown_bars","notes"
"S8976bf8f052d4a97","US100Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","11","2.77","3.75","none","ATR_RISK","0.33",,"0","37","24","1","10",""
"S06df94ac51b42394","BTCX25.sim","H4","5y","2020-11-10","2025-11-10","N/A","20","2.69",,"atr1.0","ATR_RISK","0.95",,"0","76","106","1","10",""
"S40f154580bcc7e82","US500Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","12","2.35","3.37","none","ATR_RISK","0.78",,"0","4","4","1","5",""
"S6697ca7a37e6d3d9","BTCX25.sim","H4","3y","2022-11-10","2025-11-10","N/A","13","1.28",,"atr1.0","FIXED_LOT",,"0.44","0","38","92","1","0",""
"Sfb7bff8223a3bd76","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","11","2","1.96","none","FIXED_LOT",,"0.2","0","68","96","1","0",""
"Sce09675eda21c3cf","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","10","1.3","2.91","none","ATR_RISK","0.31",,"0","14","24","1","5",""
"S1d49fc8a29105050","XAUZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","21","1.59","2.44","none","ATR_RISK","0.84",,"0","58","24","1","0",""
"Sd5c1a4a35ced37e5","BTCX25.sim","M30","3y","2022-11-10","2025-11-10","N/A","14","1.66",,"atr1.0","ATR_RISK","0.89",,"0","62","91","1","10",""
"S454b23ff846c5381","US30Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","16","2.27","1.79","none","ATR_RISK","0.82",,"0","8","14","1","0",""
"S2e74d7c7d3f94f50","US100Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","12","2.64","2.33","none","FIXED_LOT",,"0.39","0","30","28","2","10",""
"S8d65c11f47527c4c","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","19","1.37",,"atr1.0","ATR_RISK","0.2",,"0","4","4","2","5",""
"Scce4be0c7a306ad5","US100Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","20","2.13","2.85","none","ATR_RISK","0.95",,"0","40","35","1","5",""
"Sa7992c03f7641873","XAUZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","11","1.88","3.78","none","FIXED_LOT",,"0.36","0","44","12","1","0",""
"Sa830c581aa10bd64","US30Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","13","1.51",,"atr1.0","FIXED_LOT",,"0.32","0","17","24","1","10",""
"S955298ddbd82d54b","US100Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","16","2.92","2.1","none","FIXED_LOT",,"0.11","0","24","34","1","10",""
"Sea7917a15af476e3","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","20","2.15","1.25","none","ATR_RISK","0.54",,"0","81","49","2","5",""
"Sca9881fce8ef1a79","BTCX25.sim","H4","3y","2022-11-10","2025-11-10","N/A","10","1.29","2.26","none","ATR_RISK","0.23",,"0","78","112","1","5",""
"S484071e750423a63","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","20","2.18","2.95","none","ATR_RISK","0.51",,"0","11","15","1","0",""
"Sa948c861a92681aa","US30Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","18","2.02","2.81","none","ATR_RISK","0.12",,"0","18","10","1","0",""
"Sf15b7c436a908d7d","US500Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","16","2.87",,"atr1.0","FIXED_LOT",,"0.4","0","8","4","1","5",""
"S5ddeb76dadb5f024","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","14","1.85",,"atr1.0","ATR_RISK","0.4",,"0","25","11","1","0",""
"Sa3bb684424afbba6","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","17","2.02","1.51","none","ATR_RISK","0.8",,"0","2","3","1","0",""
"S8c7a97959224ef07","USOILZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","21","1.69","1.26","none","ATR_RISK","0.22",,"0","8","14","1","10",""
"Sf479755a30cf7fe0","XAUZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","19","1.96",,"atr1.0","ATR_RISK","0.72",,"0","17","50","2","0",""
"S2c29b98594511c33","US100Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","21","2.69","2.94","none","FIXED_LOT",,"0.43","0","24","21","1","0",""
"S404bd49553835b83","BTCX25.sim","M30","5y","2020-11-10","2025-11-10","N/A","10","1.69","1.99","none","ATR_RISK","0.59",,"0","36","78","1","10",""
"Sc110f2eb52c2a7eb","BTCX25.sim","M30","5y","2020-11-10","2025-11-10","N/A","20","2.53","3.98","none","FIXED_LOT",,"0.48","0","33","105","1","0",""
"S1d54e0d13b1b68a5","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","10","1.54",,"atr1.0","FIXED_LOT",,"0.24","0","6","8","1","5",""
"S7c21a5a310443108","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","18","2.6","2.89","none","ATR_RISK","0.85",,"0","6","9","1","10",""
"S58718d42ca09c0ea","BTCX25.sim","H1","3y","2022-11-10","2025-11-10","N/A","15","2.61","1.75","none","FIXED_LOT",,"0.49","0","49","119","1","0",""
"Sf95c79397b735671","USOILZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","16","1.21",,"atr1.0","ATR_RISK","0.26",,"0","14","14","1","0",""
"Sfd97df10da7568e9","US30Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","18","2.05","3.44","none","ATR_RISK","0.18",,"0","15","19","1","10",""
"Sbf8167e71fc8b6a1","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","18","2.84","2.93","none","ATR_RISK","0.38",,"0","15","5","2","0",""
"Sdfc8d242dd5260f4","US100Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","19","2.78","2.06","none","ATR_RISK","0.66",,"0","32","39","1","0",""
"S7b87f2464328aef6","US30Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","14","2.13","2.17","none","ATR_RISK","0.18",,"0","7","10","1","10",""
"Sc8ffadbd1e0719b0","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","20","1.62",,"atr1.0","FIXED_LOT",,"0.14","0","25","14","1","0",""
"S4a009741b6af7a27","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","16","1.73","3.87","none","ATR_RISK","0.47",,"0","45","32","2","10",""
"S358e603119b149ad","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","17","1.46","1.98","none","ATR_RISK","0.94",,"0","5","5","2","5",""
"S0c3c6b856933355b","XAUZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","13","1.39","2.72","none","ATR_RISK","0.94",,"0","45","29","1","5",""
"S8e2aaa50caa48aaf","BTCX25.sim","M30","3y","2022-11-10","2025-11-10","N/A","16","1.9","2.77","none","FIXED_LOT",,"0.41","0","81","69","1","10",""
"Seafaffbb33beb7ba","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","17","2.09","3.35","none","ATR_RISK","0.83",,"0","7","10","1","0",""
"Sdb6c6acb32ca813c","BTCX25.sim","H1","3y","2022-11-10","2025-11-10","N/A","16","2.56",,"atr1.0","ATR_RISK","0.41",,"0","70","119","1","0",""
"S9039efc4cfefd6ef","US30Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","19","2.48","3.51","none","FIXED_LOT",,"0.17","0","17","21","1","0",""
"Sa414ed91ff6ade8f","US100Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","13","2.93","3.22","none","ATR_RISK","0.82",,"0","30","13","1","0",""
"S1a396ab0eb05fa8b","USOILZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","15","2.38","2.6","none","ATR_RISK","0.4",,"0","6","9","1","0",""
"S689c98de2795f90c","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","13","1.38","3.13","none","ATR_RISK","0.6",,"0","27","48","1","0",""
"S655dbdf870a56c62","BTCX25.sim","H4","3y","2022-11-10","2025-11-10","N/A","14","2.15",,"atr1.0","FIXED_LOT",,"0.25","0","64","58","1","5",""
"S4b05b02e928a9c1b","USOILZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","10","2.76","3.35","none","ATR_RISK","0.88",,"0","9","7","2","0",""
"S13ccf4b491d13215","XAUZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","10","1.74","3.22","none","ATR_RISK","0.21",,"0","12","49","1","10",""
"S6e472d45512416d7","BTCX25.sim","H1","3y","2022-11-10","2025-11-10","N/A","17","1.76","3.14","none","ATR_RISK","0.26",,"0","88","23","1","5",""
"Sa5b624db0cd98d54","US500Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","18","1.63","1.21","none","FIXED_LOT",,"0.49","0","6","4","1","0",""
"S620ff393f403b9e4","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","19","2.91","3.39","none","FIXED_LOT",,"0.05","0","13","17","1","0",""
"S7d9b0b0837db68a4","US500Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","14","2.55","3.59","none","ATR_RISK","0.11",,"0","3","8","1","10",""
"Se691c5efe2fd79c2","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","18","2.41","1.98","none","ATR_RISK","0.99",,"0","6","2","1","5",""
"S4f69efd051808b12","US100Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","14","1.43","2.52","none","ATR_RISK","0.12",,"0","31","37","1","10",""
"S2e3ded39dab5dfda","USOILZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","10","2.61","2.22","none","ATR_RISK","0.51",,"0","9","13","1","5",""
"Sbeb2055c1a8dd853","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","14","2.29","1.25","none","ATR_RISK","0.28",,"0","8","13","1","0",""
"Sb89f4c2457d14671","USOILZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","14","2.19","1.62","none","FIXED_LOT",,"0.38","0","12","11","2","10",""
"S1cf9eee0487ecd7f","XAUZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","18","2.79",,"atr1.0","ATR_RISK","0.47",,"0","14","37","1","5",""
"Se1259d286580abca","US30Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","21","2.54",,"atr1.0","FIXED_LOT",,"0.21","0","19","18","1","0",""
"Se0479947204b840b","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","11","2.99",,"atr1.0","ATR_RISK","0.43",,"0","13","19","1","0",""
"S83541b3ceefd51b5","US500Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","19","2.22","3.44","none","ATR_RISK","0.72",,"0","7","5","1","0",""
"S6541152217accf33","BTCX25.sim","H4","3y","2022-11-10","2025-11-10","N/A","21","2.34","1.2","none","ATR_RISK","0.26",,"0","84","110","1","10",""
"S532f7951655af790","US500Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","18","1.7","3.66","none","ATR_RISK","0.53",,"0","3","5","2","5",""
"S98b9f486ae273664","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","18","1.83","2.47","none","ATR_RISK","0.29",,"0","9","16","1","5",""
"Sf3fd543d0d1a5656","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","13","2.72","2.3","none","ATR_RISK","0.33",,"0","8","2","1","0",""
"Sde60b49111440da1","US30Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","13","2.51",,"atr1.0","ATR_RISK","0.87",,"0","9","9","1","0",""
"Sfc2f4009ee6ee7e5","US100Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","15","1.57","3.59","none","ATR_RISK","0.57",,"0","39","31","1","0",""
"S3d9b03bc83751677","US500Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","12","2.59","3.75","none","ATR_RISK","0.92",,"0","5","3","1","10",""
"S10ad9aac58d5c73e","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","20","1.7",,"atr1.0","FIXED_LOT",,"0.41","0","5","4","1","0",""
"S853fffc8ddfddbd2","US30Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","19","2.85",,"atr1.0","ATR_RISK","0.91",,"0","7","12","1","0",""
"S6eb5f7b20a4d510c","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","18","2.6","3.64","none","FIXED_LOT",,"0.47","0","50","53","1","5",""
"S58e8fbcc5926b029","XAUZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","14","1.95","2.84","none","ATR_RISK","0.13",,"0","47","54","1","10",""
"Sc306f75ee3bd1ee9","USOILZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","17","2.67",,"atr1.0","ATR_RISK","0.93",,"0","6","14","2","0",""
"S0189f6b8865e6de2","US30Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","17","1.61","3.34","none","FIXED_LOT",,"0.49","0","11","14","2","0",""
"Sf58a267ed7fd9fc6","BTCX25.sim","H1","3y","2022-11-10","2025-11-10","N/A","15","2.34","2.15","none","ATR_RISK","0.88",,"0","60","68","1","0",""
"Saa4627789e9e8fbf","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","20","1.91","3.59","none","ATR_RISK","0.46",,"0","6","3","1","10",""
"S987b73dbc89b53d8","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","21","2.46","3.24","none","ATR_RISK","0.23",,"0","11","9","1","0",""
"S10a9c4dcab6540b7","US100Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","11","2.58","2.67","none","FIXED_LOT",,"0.17","0","27","24","1","10",""
"S06d6e4bae0e50228","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","13","2.57","3.98","none","FIXED_LOT",,"0.37","0","21","12","2","5",""
"S6d1709039c9584cc","XAUZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","13","2.17","2.26","none","FIXED_LOT",,"0.33","0","29","23","1","10",""
"Sba1d9323e38bbb34","US100Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","18","2.19","3.51","none","FIXED_LOT",,"0.18","0","31","36","2","10",""
"S81d8baadf90e8fbf","US30Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","15","1.62","1.8","none","ATR_RISK","0.45",,"0","8","19","2","0",""
"S0e218b9df3f2bae2","BTCX25.sim","H4","5y","2020-11-10","2025-11-10","N/A","10","2.39","1.25","none","FIXED_LOT",,"0.17","0","28","114","2","5",""
"Sae72c4c147718097","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","13","2.5","2.46","none","ATR_RISK","0.75",,"0","54","11","1","0",""
"Se04f0f5756723c7b","US100Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","19","2.6","3.4","none","ATR_RISK","0.81",,"0","13","32","1","0",""
"S3b376a515ea2197e","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","19","1.95","2.54","none","ATR_RISK","0.48",,"0","4","5","1","0",""
"S7086dda597b61e52","US100Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","21","2.73",,"atr1.0","FIXED_LOT",,"0.28","0","30","40","2","0",""
"S5036788066782b0e","US100Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","11","2.6",,"atr1.0","ATR_RISK","0.12",,"0","31","26","1","0",""
"S9538ba38ae9c92cc","USOILZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","18","2.28","3.82","none","ATR_RISK","0.73",,"0","7","15","1","0",""
"Sc74dd88658a059a5","BTCX25.sim","M30","3y","2022-11-10","2025-11-10","N/A","14","2.11","3.67","none","ATR_RISK","0.4",,"0","31","32","1","0",""
"S837312edf33939a0","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","11","2.46","3.7","none","FIXED_LOT",,"0.06","0","30","53","1","10",""
"S432263a1ab4ee2dc","BTCX25.sim","M30","5y","2020-11-10","2025-11-10","N/A","18","2.88","3.7","none","ATR_RISK","0.98",,"0","97","72","1","0",""
"S0fffa17f2dcda3b0","US100Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","17","1.82",,"atr1.0","ATR_RISK","0.27",,"0","17","36","1","0",""
"S79f7e25f3b18e41d","BTCX25.sim","M30","5y","2020-11-10","2025-11-10","N/A","13","2.59","3.44","none","ATR_RISK","0.64",,"0","61","104","2","0",""
"S4b966439fc06d37b","US100Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","14","2.4","2.52","none","ATR_RISK","0.55",,"0","23","15","1","0",""
"S8553c51e20038bc9","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","18","2.21",,"atr1.0","ATR_RISK","0.23",,"0","11","16","1","5",""
"S7d534a76ac31a3ea","US100Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","16","2.29","3.63","none","ATR_RISK","0.13",,"0","15","31","1","5",""
"S3a2ef77359263e6b","XAUZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","11","1.52","1.83","none","FIXED_LOT",,"0.22","0","50","11","1","10",""
"S36ea6a4ed1639371","USOILZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","15","2.86","3.73","none","ATR_RISK","0.52",,"0","8","12","2","10",""
"Saf11739c9b4d0c08","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","14","2.8",,"atr1.0","FIXED_LOT",,"0.46","0","60","43","1","10",""
"S4c5e623f7e0c624d","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","19","2.7",,"atr1.0","FIXED_LOT",,"0.13","0","20","7","1","0",""
"S6240354b9febc9de","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","11","1.4",,"atr1.0","ATR_RISK","0.52",,"0","20","24","1","10",""
"S455cd52d129af3ab","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","21","2.15","3.59","none","FIXED_LOT",,"0.41","0","15","22","1","5",""
"S0891f8cb931b75de","USOILZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","10","2.58",,"atr1.0","ATR_RISK","0.19",,"0","7","13","1","0",""
"Sf2ce47b0d0e71cae","BTCX25.sim","H4","3y","2022-11-10","2025-11-10","N/A","16","2.87","3.42","none","ATR_RISK","0.41",,"0","89","105","1","5",""
"S190242f124f49c2b","XAUZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","12","2.35",,"atr1.0","ATR_RISK","0.74",,"0","33","22","1","10",""
"S46e6c261df634020","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","19","2.65","1.74","none","ATR_RISK","0.71",,"0","7","3","2","0",""
"Sd0ecde0f451d9657","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","17","1.74",,"atr1.0","FIXED_LOT",,"0.08","0","6","4","1","0",""
"Sc10323b3fbf0c864","USOILZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","12","2.18","2.76","none","ATR_RISK","0.71",,"0","9","7","1","5",""
"Sac14d3924940f602","XAUZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","21","1.37","2.91","none","ATR_RISK","0.8",,"0","48","32","1","0",""
"Sae7af1c22548a595","US30Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","19","1.47","3.17","none","ATR_RISK","0.95",,"0","8","16","1","0",""
"S451e931197d667b5","XAUZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","19","1.88","2.25","none","ATR_RISK","0.78",,"0","24","16","1","0",""
"Sb3978b16299a587c","US100Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","11","2.87","3.7","none","ATR_RISK","0.17",,"0","24","32","2","0",""
"Sa03ee2e888a1e484","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","17","2.56",,"atr1.0","FIXED_LOT",,"0.48","0","10","6","1","0",""
"Se01b45e064fd9b90","US500Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","10","1.93","2.76","none","ATR_RISK","0.97",,"0","2","8","1","10",""
"S56975ef86dd62f05","US100Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","17","2.11",,"atr1.0","FIXED_LOT",,"0.45","0","10","19","1","10",""
"S309e6505bf2286f3","US30Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","12","1.59",,"atr1.0","FIXED_LOT",,"0.21","0","7","16","1","10",""
"S05edb94dab99b762","US500Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","11","1.54","1.26","none","ATR_RISK","0.68",,"0","7","5","2","5",""
"S261d42fa03acf3fd","US500Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","20","1.4","3.48","none","ATR_RISK","0.25",,"0","3","3","1","0",""
"S4ca421c2da1fe67b","BTCX25.sim","H4","5y","2020-11-10","2025-11-10","N/A","11","2.6","1.66","none","ATR_RISK","0.24",,"0","103","62","1","5",""
"Se87b460bdb13832c","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","12","1.92","1.59","none","ATR_RISK","0.89",,"0","29","55","1","10",""
"Se9a16ab65e5a50f7","US100Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","13","1.95","2.9","none","ATR_RISK","0.67",,"0","13","39","1","10",""
"Sec77261793704136","USOILZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","12","2.79","1.77","none","ATR_RISK","0.75",,"0","9","6","2","10",""
"S40f6852c1d1a2801","US100Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","20","2.16","3.03","none","FIXED_LOT",,"0.26","0","36","36","2","0",""
"Sbcd2eff10f0b7661","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","21","1.52","3.21","none","ATR_RISK","0.15",,"0","8","13","1","0",""
"S90725f6826f1e557","US500Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","15","2.59",,"atr1.0","ATR_RISK","0.6",,"0","3","3","1","5",""
"S4554772141456d6b","XAUZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","11","2.02","3.18","none","ATR_RISK","0.53",,"0","35","17","1","5",""
"S702f69397bd1f185","US500Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","15","1.58","2.07","none","ATR_RISK","0.14",,"0","7","4","1","10",""
"S2bf9d8c7cd1b2f41","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","20","2.64","2.52","none","ATR_RISK","0.64",,"0","19","23","1","5",""
"S192d94e8a565c886","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","10","2.83",,"atr1.0","ATR_RISK","0.76",,"0","31","23","1","0",""
"S545367d357723115","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","16","2.15","2.54","none","FIXED_LOT",,"0.26","0","12","15","2","5",""
"S475013728b53e3f3","BTCX25.sim","M30","3y","2022-11-10","2025-11-10","N/A","15","2.55",,"atr1.0","ATR_RISK","0.26",,"0","81","56","1","10",""
"S82aebcbb185eeb5d","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","11","1.68","2.61","none","ATR_RISK","0.76",,"0","22","19","1","5",""
"Sfb3f8cdaea868ded","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","14","1.47","1.66","none","ATR_RISK","0.46",,"0","10","23","1","0",""
"Sebbce470fb2c4451","BTCX25.sim","M30","3y","2022-11-10","2025-11-10","N/A","21","1.84","1.32","none","FIXED_LOT",,"0.28","0","113","44","2","0",""
"S5ab84b67422e8bfc","US30Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","20","2.76","3.11","none","FIXED_LOT",,"0.35","0","12","25","2","0",""
"Sbe8066d2ec149f22","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","17","2.51","3.51","none","ATR_RISK","0.1",,"0","4","6","2","0",""
"Sc3d66e51b4f2b529","BTCX25.sim","M30","3y","2022-11-10","2025-11-10","N/A","16","2.84",,"atr1.0","ATR_RISK","0.96",,"0","100","92","1","0",""
"S8bfeaecb685dd648","US500Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","14","2.98","3.49","none","ATR_RISK","0.91",,"0","4","2","1","10",""
"Sc2c48bd66c9b6068","US100Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","11","1.32",,"atr1.0","FIXED_LOT",,"0.1","0","22","35","1","10",""
"S87af5fc2acabe679","US30Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","13","2.1","2.08","none","ATR_RISK","0.21",,"0","13","9","1","5",""
"S4a3260d4db633ad1","US30Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","17","2.25","1.71","none","ATR_RISK","0.73",,"0","20","11","1","10",""
"Sf6877fe0ab75a0db","BTCX25.sim","H4","5y","2020-11-10","2025-11-10","N/A","14","2.9","1.44","none","ATR_RISK","0.89",,"0","60","20","2","0",""
"Sbd478db6aa33dc14","XAUZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","18","2.67","3.31","none","ATR_RISK","0.15",,"0","33","15","1","10",""
"S49ffd9a19ce473ef","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","14","2.45","3.32","none","ATR_RISK","0.97",,"0","6","2","1","0",""
"S53ca211b27ab5dd2","BTCX25.sim","M30","5y","2020-11-10","2025-11-10","N/A","11","1.53","3.47","none","ATR_RISK","0.82",,"0","69","41","2","10",""
"Sbd818ddc6f2c7d27","XAUZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","18","1.58",,"atr1.0","FIXED_LOT",,"0.11","0","12","49","2","0",""
"Sfca09cbe9a5290b9","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","18","2.45",,"atr1.0","ATR_RISK","0.11",,"0","57","117","1","0",""
"Sa40366dbdd476709","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","17","2.32","3.49","none","ATR_RISK","0.52",,"0","13","15","2","0",""
"S446ea81b5bc3e573","US100Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","19","1.75","2.28","none","ATR_RISK","0.69",,"0","24","18","1","0",""
"Sc3e8323d192c1d51","US30Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","21","2.14","1.71","none","FIXED_LOT",,"0.39","0","24","20","1","0",""
"S2c39e7fa65bd2fad","US500Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","10","2.84","1.49","none","ATR_RISK","0.47",,"0","6","3","1","0",""
"S94159185f8f8b4df","US100Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","13","2.66",,"atr1.0","FIXED_LOT",,"0.11","0","23","21","1","0",""
"Sd89b798d5f0cf5e3","US100Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","15","2.14","1.94","none","ATR_RISK","0.81",,"0","15","23","1","5",""
"S72ac66d72bb4cc0a","XAUZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","12","2.46","3.47","none","FIXED_LOT",,"0.25","0","27","59","2","0",""
"Scd1894221464cbf6","US30Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","14","1.3","2.5","none","ATR_RISK","0.67",,"0","10","12","2","10",""
"S8c28c9b900605d93","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","13","1.38","3","none","ATR_RISK","0.32",,"0","12","11","2","5",""
"S34218041b3439392","XAUZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","19","2.97","2.96","none","ATR_RISK","0.44",,"0","41","18","1","0",""
"S0624f9b97998a6e4","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","21","2.17","2.19","none","FIXED_LOT",,"0.38","0","14","3","1","0",""
"S61e76f6a689116fa","US100Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","20","1.82",,"atr1.0","ATR_RISK","0.38",,"0","11","10","1","10",""
